ID	TEXT	INTENT
26671	set a wake up alarm for 7 am	alarm/set_alarm
26672	weather in chandler	weather/find
26673	Show me the reminders i have set for next week	reminder/show_reminders
26674	Will it be sunny all day?	weather/find
26675	Remind me to meet with Jenny tomorrow at 8am	reminder/set_reminder
26676	Set reminder for upcoming eclipse	reminder/set_reminder
26677	What is the weather in Los Angeles?	weather/find
26678	how hot is it going to be next week	weather/find
26679	what is the weather at the erie county fair tomorrow morning?	weather/find
26680	How heavy is the rain?	weather/find
26681	What kind of weather should i expect today?	weather/find
26682	Are there alarms set for today?	alarm/show_alarms
26683	Set two alarms for 8 am tomorrow morning.	alarm/set_alarm
26684	I need an alarm created for every Friday morning at 8AM.	alarm/set_alarm
26685	Disable Alarm	alarm/cancel_alarm
26686	set reminder for Monday thru Friday at 12 noon asking if I am planning to walk at lunch today?	reminder/set_reminder
26687	set alarm to 4 am	alarm/set_alarm
26688	Set alarm for 3 minutes	alarm/set_alarm
26689	Set up a new reminder for brushing my teeth everyday	reminder/set_reminder
26690	is it going to get to freezing on Saturday?	weather/find
26691	What's the low for today?	weather/find
26692	Show my new reminder	reminder/show_reminders
26693	What is the forecast for Monday next week?	weather/find
26694	What is the forecast for this weekend in Osage Beach?	weather/find
26695	Show all reminders for the week	reminder/show_reminders
26696	Look up the current weather for me	weather/find
26697	What does the weather look like?	weather/find
26698	Did I set a reminder to go to the pharmacy?	reminder/show_reminders
26699	please remind me to the visit kids dentist appointment tuesday at 2 pm	reminder/set_reminder
26700	set an alarm for 5am tomorrow	alarm/set_alarm
26701	will the rain fall be light tomorrrow	weather/find
26702	Set me a reminder to buy a lightbulb tomorrow	reminder/set_reminder
26703	What day has the lowest temps this week	weather/find
26704	What is the UV index today?	weather/find
26705	Set my alarm for 6:00 am on Friday.	alarm/set_alarm
26706	Do I need a raincoat today?	weather/find
26707	is next week good to cruise to the Bahamas?	weather/find
26708	Remind me to do the dishes tonight,	reminder/set_reminder
26709	cancel all of my reminders	reminder/cancel_reminder
26710	Remind me to buy cereal tomorrow.	reminder/set_reminder
26711	Is it cold enough for a winter coat today?	weather/find
26712	cancel my last reminder	reminder/cancel_reminder
26713	Should I wear lightly today	weather/find
26714	what are my reminders today	reminder/show_reminders
26715	Is there rain in the forecast?	weather/find
26716	cancel reminder to pick up Dave	reminder/cancel_reminder
26717	is it going to freeze this week?	weather/find
26718	Set my alarm for 1 hour from now. 	alarm/set_alarm
26719	Delete the reminder to pick up Jason at work.	reminder/cancel_reminder
26720	What is the weather for Friday at 12 PM?	weather/find
26721	will it rain on Sunday	weather/find
26722	Set an alarm to go off in 15 minutes	alarm/set_alarm
26723	set alarm at 3 pm today	alarm/set_alarm
26724	snooze alarm for 15 minutes	alarm/snooze_alarm
26725	What is the weather going to be like next Saturday?	weather/find
26726	Is there a chance of rain today?	weather/find
26727	Do I need an umbrella today? 	weather/find
26728	What is the high tomorrow?	weather/find
26729	Remind me to feed my dog at 5	reminder/set_reminder
26730	Do I have any reminders set?	reminder/show_reminders
26731	What time is it going to rain tomorrow?	weather/find
26732	What's the temperature in Sydney Australia?	weather/find
26733	Should I grab an umbrella today?	weather/find
26734	Will we need an umbrella?	weather/find
26735	It is going to hail tomorrow?	weather/find
26736	set an alarm for Wednesday at 330pm.	alarm/set_alarm
26737	Set an alarm for every five minutes for 20 minutes	alarm/set_alarm
26738	Remind me to book a flight tomorrow	reminder/set_reminder
26739	What is the weather going to look like this week?	weather/find
26740	Should I take a umbrella?	weather/find
26741	erase all alarms	alarm/cancel_alarm
26742	remind me to take the dog for a walk	reminder/set_reminder
26743	is it going to snow tomorrow?	weather/find
26744	Set bed time reminders.	reminder/set_reminder
26745	What does the weather look like for today?	weather/find
26746	Set an alarm for every fifteen minutes.	alarm/set_alarm
26747	check my alarm for tomorrow morning	alarm/show_alarms
26748	can you tell me today's weather?	weather/find
26749	Create a reminder to pick my daughter up from school.	reminder/set_reminder
26750	how high will the temp go today	weather/find
26751	What's the weather in colorado	weather/find
26752	set alarm for every monday this month at 7am	alarm/set_alarm
26753	Remind me to go to Target tomorrow 8pm	reminder/set_reminder
26754	what's tomorrow's low	weather/find
26755	Will it snow	weather/find
26756	cancel alarm	alarm/cancel_alarm
26757	Please set an alarm for 7pm every evening.	alarm/set_alarm
26758	What is the record high for today? 	weather/find
26759	should i take my snow boots 	weather/find
26760	When is my next alarm?	alarm/show_alarms
26761	Remind me to call Mom.	reminder/set_reminder
26762	will it be rainy today?	weather/find
26763	What the forecast for today	weather/find
26764	Remind me to run at 5:15am.	reminder/set_reminder
26765	cancel reminder to pick up kendra	reminder/cancel_reminder
26766	What is the weather going to be like in Chicago next month?	weather/find
26767	Chance for lightning today?	weather/find
26768	set alarm for 3am	alarm/set_alarm
26769	set an alarm for noon monday through friday	alarm/set_alarm
26770	Set alarm every minute for 5 minutes.	alarm/set_alarm
26771	cancel alarm at 5:40am	alarm/cancel_alarm
26772	remind me of my dr appt next monday	reminder/set_reminder
26773	remind me to visit doctor Wednesday at 1 pm	reminder/set_reminder
26774	How hot is it going to get in Milwaukee today?	weather/find
26775	Set an alarm for 10PM each day this week	alarm/set_alarm
26776	Is there a hurricane brewing right now?	weather/find
26777	What's the temperature downtown	weather/find
26778	Delete 7:45 pm alarm.	alarm/cancel_alarm
26779	Is it going to rain tomorrow?	weather/find
26780	What is tomorrow's forecast.	weather/find
26781	What time is sunset	weather/checkSunset
26782	Show me all reminders for today.	reminder/show_reminders
26783	Tell me the weather outside.	weather/find
26784	Remind me to buy birthday flowers around 12th street on my way to work	reminder/set_reminder
26785	set alarm for 7 hours	alarm/set_alarm
26786	Reminder to stop at grocery after work	reminder/set_reminder
26787	Is it warm enough to go swimming?	weather/find
26788	What is the low today	weather/find
26789	should I pack a coat for my trip to Denver	weather/find
26790	what is the temperature going to be today at Disney?	weather/find
26791	Show reminders	reminder/show_reminders
26792	Remind me to go grocery shopping on Fridays.	reminder/set_reminder
26793	Is it going to rain on Sunday?	weather/find
26794	How likely is it to snow today?	weather/find
26795	Remind of doctors appointment on Monday and Wednesday at 11am	reminder/set_reminder
26796	remind me to buy milk tonight	reminder/set_reminder
26797	Is it going to be warm enough for the pool tomorrow?	weather/find
26798	delete all alarms	alarm/cancel_alarm
26799	How is the weather in South Carolina?	weather/find
26800	Cancel the alarm	alarm/cancel_alarm
26801	Remind me to watch full moon tonight	reminder/set_reminder
26802	Is there a tornado warning for Scott County	weather/find
26803	Remind me of the stuff I have planned this week	reminder/set_reminder
26804	Will it be hot today?	weather/find
26805	set an alarm to wake me up at 8AM please	alarm/set_alarm
26806	Tell me this week's forecast for 71046	weather/find
26807	Erase my reminders for tomorrow.	reminder/cancel_reminder
26808	show all alarms for next week	alarm/show_alarms
26809	what is the temp in New York for Sunday	weather/find
26810	Cancel my reminder for grocery shopping	reminder/cancel_reminder
26811	Show me my reminder for today.	reminder/show_reminders
26812	remind me to call mom tonight at 5.	reminder/set_reminder
26813	How many inches will it snow tonight?	weather/find
26814	Remind me to pay my cable bill on Friday.	reminder/set_reminder
26815	chances of snow this week	weather/find
26816	Are we under tornado watch?	weather/find
26817	Set an 8 pm alarm to record hbo	alarm/set_alarm
26818	set an alarm for the next 5 days for 7 am	alarm/set_alarm
26819	set alarm for 6pm	alarm/set_alarm
26820	what is the current temperature	weather/find
26821	please set the alarm for 5 am tomorrow	alarm/set_alarm
26822	what is the humidity level outside?	weather/find
26823	how hot is it	weather/find
26824	Show my alarm times for the week	alarm/show_alarms
26825	Should I bring my snow boots to work today?	weather/find
26826	whats this weeks forecast. 	weather/find
26827	what is the lowest temperature today?	weather/find
26828	Show all reminders this week.	reminder/show_reminders
26829	Is it supposed to be rainy next week?	weather/find
26830	set alarm for 1 hour and 5 minutes	alarm/set_alarm
26831	is it raining in Seattle  	weather/find
26832	Is the weather good to go for a jog?	weather/find
26833	What shoes are good for today's forecast? 	weather/find
26834	What is the forecast for Ona, West Virginia next week? 	weather/find
26835	Is there a chance of flooding in North Carolina today?	weather/find
26836	I need to know what time my alarm is set for tomorrow.	alarm/show_alarms
26837	remind me to buy items tomorrow	reminder/set_reminder
26838	Can I wear shorts on Sunday	weather/find
26839	set an alarm for every 15 minutes for next 2 hours	alarm/set_alarm
26840	cancel reminder to pick up Dave	reminder/cancel_reminder
26841	will it snow today	weather/find
26842	How hot is it in Egypt?	weather/find
26843	what's the temperature in Fate, Tx	weather/find
26844	What is the temperature like today?	weather/find
26845	cancel the alarm on the timer	alarm/cancel_alarm
26846	How much time before the alarm goes off?	alarm/time_left_on_alarm
26847	Will I need a jacket tomorrow?	weather/find
26848	how cold is it today	weather/find
26849	How cold will it get tonight	weather/find
26850	Set alarm every hour for 12 hours.	alarm/set_alarm
26851	will it be rainy all week	weather/find
26852	Will it thunderstorm tonight?	weather/find
26853	Display my next reminder	reminder/show_reminders
26854	how hot will it be today?	weather/find
26855	Set an hourly alarm to make sure I am awake	alarm/set_alarm
26856	Remind me to check back in 30 minutes. 	reminder/set_reminder
26857	should I bring a coat today	weather/find
26858	What time is the alarm set for Monday morning	alarm/show_alarms
26859	Set alarm for 3:15 pm every Monday.	alarm/set_alarm
26860	What is the forecast for Miami the next week	weather/find
26861	show all alarms	alarm/show_alarms
26862	set calendar reminder for the eye doctor	reminder/set_reminder
26863	Give me this week's forecast.	weather/find
26864	Cancel my reminder to walk the dog	reminder/cancel_reminder
26865	Cancel reminder to buy dog food	reminder/cancel_reminder
26866	Chance of rain tonight?	weather/find
26867	what is the weather like in the Bahamas this time of year	weather/find
26868	What's the weather looking like today?	weather/find
26869	cancel 3 pm alarm	alarm/cancel_alarm
26870	what's the weather like in columbus	weather/find
26871	Give me the forecast for this weekend?	weather/find
26872	when does the sun rise tomorow	weather/checkSunrise
26873	Set alarm for 11 min	alarm/set_alarm
26874	what time is the temperature peak	weather/find
26875	Will we need to bring rain ponchos to the game in Pittsburgh?	weather/find
26876	Remind me of the doctors appointment	reminder/set_reminder
26877	Remind me to have the discussion board completed every Wednesday by 11 PM	reminder/set_reminder
26878	pull up my alarms	alarm/show_alarms
26879	Please delete my alarms.	alarm/cancel_alarm
26880	is it supposed to be hot today	weather/find
