ID	TEXT	INTENT	SLOTS
11556	list movie schedules for animated movies playing in the neighbourhood	SearchScreeningEvent	O B-object_type I-object_type O B-movie_type I-movie_type O B-spatial_relation I-spatial_relation I-spatial_relation
11557	what time is bloody twilight playing	SearchScreeningEvent	O O O B-movie_name I-movie_name O
11558	add this tune by kurt james to the playlist latin pop classics	AddToPlaylist	O O B-music_item O B-artist I-artist O O O B-playlist I-playlist I-playlist
11559	tell me the forecast for sweden	GetWeather	O O O O O B-country
11560	what s the weather forrecast here in five seconds	GetWeather	O O O O O B-current_location B-timeRange I-timeRange I-timeRange
11561	please reserve a spot at ballachulish house	BookRestaurant	O O O O O B-restaurant_name I-restaurant_name
11562	add the album by cham to my cloud rap playlist	AddToPlaylist	O O B-music_item O B-artist O B-playlist_owner B-playlist I-playlist O
11563	play turbulence wild streetdanz from jeff buckley	PlayMusic	O B-album I-album I-album O B-artist I-artist
11564	rate the book indiana jones and the dance of the giants 5 out of 6 stars	RateBook	O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit
11565	please search the title the twilight saga: breaking dawn part 2	SearchCreativeWork	O O O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name
11566	will it be warm within walking distance of saint pierre and miquelon	GetWeather	O O O B-condition_temperature B-spatial_relation I-spatial_relation I-spatial_relation O B-country I-country I-country I-country
11567	the essay following should only rate two points	RateBook	O B-object_type B-object_select O O O B-rating_value B-rating_unit
11568	show transformers: the game	SearchCreativeWork	O B-object_name I-object_name I-object_name
11569	rate the current novel two stars	RateBook	O O B-object_select B-object_type B-rating_value B-rating_unit
11570	what is the forecast for here	GetWeather	O O O O O B-current_location
11571	i need to add an artist to one of my playlists classical new releases spotify picks	AddToPlaylist	O O O O O B-music_item O O O B-playlist_owner O B-playlist I-playlist I-playlist I-playlist I-playlist
11572	find playground a book	SearchCreativeWork	O B-object_name O B-object_type
11573	add louis nelson delisle to the pulse of americana	AddToPlaylist	O B-artist I-artist I-artist O B-playlist I-playlist I-playlist I-playlist
11574	play my hot 50 playlist	PlayMusic	O O B-playlist I-playlist O
11575	play a tune or two from kansas city missouri	PlayMusic	O O B-music_item O O O B-artist I-artist I-artist
11576	rate this book a 0	RateBook	O B-object_select B-object_type O B-rating_value
11577	play my back pages by paul young on vimeo	PlayMusic	O B-track I-track I-track O B-artist I-artist O B-service
11578	can you play some music by andrew diamond	PlayMusic	O O O O O O B-artist I-artist
11579	tell me the weather forecast for ethridge maryland	GetWeather	O O O O O O B-city B-state
11580	play the sea cabinet	SearchCreativeWork	O B-object_name I-object_name I-object_name
11581	tell me if there is wind in the forecast for roaring river state park	GetWeather	O O O O O B-condition_description O O O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi
11582	book reservations at a restaurant in new zealand with tammi beverly and alba	BookRestaurant	O O O O B-restaurant_type O B-country I-country O B-party_size_description I-party_size_description I-party_size_description I-party_size_description
11583	will the weather be warm in august at the faraway in micronesia	GetWeather	O O O O B-condition_temperature O B-timeRange O O B-spatial_relation O B-country
11584	rate the next book 0 of 6	RateBook	O O B-object_select B-object_type B-rating_value O B-best_rating
11585	add this artist to primavera sound 2016 barcelona	AddToPlaylist	O O B-music_item O B-playlist I-playlist I-playlist I-playlist
11586	i want to hear the sound track to mary macgregor new songs on iheart	PlayMusic	O O O O O B-music_item I-music_item O B-artist I-artist O O O B-service
11587	book itsu for tonight	BookRestaurant	O B-restaurant_name O B-timeRange
11588	play michael angelo batio	PlayMusic	O B-artist I-artist I-artist
11589	for the current chronicle i give five of 6	RateBook	O O B-object_select B-object_part_of_series_type O O B-rating_value O B-best_rating
11590	book a sushis serving restaurant in uzbekistan	BookRestaurant	O O B-served_dish O B-restaurant_type O B-country
11591	play some thirties music on netflix	PlayMusic	O O B-year O O B-service
11592	can you send me the weather forecast for malcom	GetWeather	O O O O O O O O B-city
11593	book a spot at a highly rated tavern in colombia	BookRestaurant	O O O O O B-sort I-sort B-restaurant_type O B-country
11594	find me an album called rejoicing with the light	SearchCreativeWork	O O O B-object_type O B-object_name I-object_name I-object_name I-object_name
11595	play some robbie merrill	PlayMusic	O O B-artist I-artist
11596	i want to hear some music from groove shark	PlayMusic	O O O O O O O B-service I-service
11597	find a top fifty zahir howaida concerto from the seventies	PlayMusic	O O B-sort I-sort B-artist I-artist B-music_item O O B-year
11598	add the maid of amsterdam to my 80s smash hits	AddToPlaylist	O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist
11599	what is the weather like in cameroon	GetWeather	O O O O O O B-country
11600	add sci-fi crimes to the fresh folk playlist	AddToPlaylist	O B-entity_name I-entity_name O O B-playlist I-playlist O
11601	what films are there being played at megaplex theatres	SearchScreeningEvent	O B-movie_type O O O O O B-location_name I-location_name
11602	add a track to summer of love	AddToPlaylist	O O B-music_item O B-playlist I-playlist I-playlist
11603	add this tune by jim white to my playlist rumba y más	AddToPlaylist	O O B-music_item O B-artist I-artist O B-playlist_owner O B-playlist I-playlist I-playlist
11604	find the movie schedule for animated movies in the neighborhood	SearchScreeningEvent	O O B-object_type I-object_type O B-movie_type I-movie_type B-spatial_relation I-spatial_relation I-spatial_relation
11605	play some 1987 edie brickell	PlayMusic	O O B-year B-artist I-artist
11606	book for two in jordan that is close	BookRestaurant	O O B-party_size_number O B-country O O B-spatial_relation
11607	i d like to see the painting i looked up	SearchCreativeWork	O O O O O O B-object_type B-object_name I-object_name I-object_name
11608	look for conducting from the grave	SearchCreativeWork	O O B-object_name I-object_name I-object_name I-object_name
11609	what s the weather in pennsylvania	GetWeather	O O O O O B-state
11610	i d like to go to a pub that has italian dressing for a party of 5 on february 11 2033	BookRestaurant	O O O O O O O B-restaurant_type O O B-served_dish I-served_dish O O O O B-party_size_number O B-timeRange I-timeRange I-timeRange
11611	i need a reservation for ten in wisconsin	BookRestaurant	O O O O O B-party_size_number O B-state
11612	find movie times	SearchScreeningEvent	O B-object_type I-object_type
11613	find make your play	SearchCreativeWork	O B-object_name I-object_name I-object_name
11614	i d like a table for eight at a close-by place in carpenterville	BookRestaurant	O O O O O O B-party_size_number O O B-spatial_relation O O B-city
11615	what movies are starting in 1 second at a theater in the neighborhood	SearchScreeningEvent	O B-movie_type O O B-timeRange I-timeRange I-timeRange O O O B-spatial_relation I-spatial_relation I-spatial_relation
11616	what animated movies are playing close by at four o clock	SearchScreeningEvent	O B-movie_type I-movie_type O O B-spatial_relation I-spatial_relation O B-timeRange I-timeRange I-timeRange
11617	book now in ky at loveless cafe	BookRestaurant	O B-timeRange O B-state O B-restaurant_name I-restaurant_name
11618	can you put in person at carnegie hall on my winter playlist	AddToPlaylist	O O O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist O
11619	book spot for eight at bar that serves potée	BookRestaurant	O O O B-party_size_number O B-restaurant_type O O B-served_dish
11620	i d like to watch nathan the wise at the closest movie house	SearchScreeningEvent	O O O O O B-movie_name I-movie_name I-movie_name O O B-spatial_relation B-object_location_type I-object_location_type
11621	add artist to my playlist i love my 80 s rollerdisco	AddToPlaylist	O B-music_item O B-playlist_owner O B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist
11622	find the show trancers	SearchCreativeWork	O O B-object_type B-object_name
11623	where can i locate the game legion of mary: the jerry garcia collection	SearchCreativeWork	O O O O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name
11624	book me a table at the goof for a party of eight in the state of nv	BookRestaurant	O O O O O B-restaurant_name I-restaurant_name O O O O B-party_size_number O O O O B-state
11625	add j j cale to my heavy gamer playlist	AddToPlaylist	O B-artist I-artist I-artist O B-playlist_owner B-playlist I-playlist O
11626	put a rating on this book of three	RateBook	O O O O B-object_select B-object_type O B-rating_value
11627	can you play some fifties music by lavern baker	PlayMusic	O O O O B-year O O B-artist I-artist
11628	please book a restaurant with parking facility at taverna	BookRestaurant	O O O B-restaurant_type O B-facility O O B-restaurant_type
11629	what is the weather in gipsy-gordon wildland park	GetWeather	O O O O O B-geographic_poi I-geographic_poi I-geographic_poi
11630	find me the book filthy lucre live	SearchCreativeWork	O O O B-object_type B-object_name I-object_name I-object_name
11631	i d like seats for ten at a highly rated brasserie in kyrgyzstan	BookRestaurant	O O O O O B-party_size_number O O B-sort I-sort B-restaurant_type O B-country
11632	play an ep by uncle jimmy thompson	PlayMusic	O O B-music_item O B-artist I-artist I-artist
11633	what will the weather be in kokhanok	GetWeather	O O O O O O B-city
11634	rate this album a 4	RateBook	O B-object_select B-object_type O B-rating_value
11635	what is the pennsylvania forecast for three forks for midnight	GetWeather	O O O B-state O O B-city I-city O B-timeRange
11636	play any chant from 1973	PlayMusic	O O B-music_item O B-year
11637	i d give this essay a three of 6	RateBook	O O O B-object_select B-object_type O B-rating_value O B-best_rating
11638	play some music using slacker	PlayMusic	O O O O B-service
11639	will it be hot here at 22 o clock	GetWeather	O O O B-condition_temperature B-current_location O B-timeRange I-timeRange I-timeRange
11640	find business ethics: a european review	SearchCreativeWork	O B-object_name I-object_name I-object_name I-object_name I-object_name
11641	find the girlfriend experience a television show	SearchCreativeWork	O B-object_name I-object_name I-object_name O B-object_type I-object_type
11642	what movie house is showing flower and snake at 08:56:29	SearchScreeningEvent	O B-object_location_type I-object_location_type O O B-movie_name I-movie_name I-movie_name O B-timeRange
